proj,op,state,job_num,job_name,images,fos,ref,held,scanner,datetext
17NYCS,Greg,QC,121298,CS2007-06,00035,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121299,CS2007-09,00043,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121300,CS2007-10,00047,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121301,CS2007-11,00043,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,Hold,121302,CS2007-12,00043,0,0,X,Beethoven,2017-02-25
17NYCS,Greg,QC,121306,CS2008-01,00043,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121307,CS2008-02,00043,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121308,CS2008-03,00043,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121309,CS2008-04,00043,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121310,CS2008-05,00047,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,Hold,121311,CS2008-06,00035,0,0,X,Beethoven,2017-02-25
17NYCS,Greg,QC,121312,CS2008-09,00047,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,Hold,121313,CS2008-10,00047,0,0,X,Beethoven,2017-02-25
17NYCS,Greg,QC,121314,CS2008-11,00047,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,Hold,121320,CS2009-01,00043,0,0,X,Beethoven,2017-02-25
17NYCS,Greg,QC,121321,CS2009-02,00043,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121322,CS2009-03,00039,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,Hold,121324,CS2009-06,00019,0,0,X,Beethoven,2017-02-25
17NYCS,Greg,QC,121327,CS2009-10,00005,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121328,CS2009-11,00005,0,0,no,Beethoven,2017-02-25
17NYCS,Greg,QC,121414,CS2012-01,00005,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121415,CS2012-02,00005,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121416,CS2012-03,00007,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121417,CS2012-04,00005,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121418,CS2012-05,00005,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121419,CS2012-06,00003,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121420,CS2012-09,00005,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121421,CS2012-10,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121422,CS2012-11,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121423,CS2012-12,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121424,CS2013-01,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121425,CS2013-02,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121426,CS2013-03,00012,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121427,CS2013-04,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121428,CS2013-05,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121429,CS2013-06,00009,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121430,CS2013-09,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121431,CS2013-10,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121432,CS2013-11,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121433,CS2013-12,00009,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121434,CS2014-01,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121435,CS2014-02,00005,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121438,CS2014-05,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Greg,QC,121439,CS2014-06,00006,0,0,no,Bismarck,2017-02-26
17NYCS,Elvie,Scan,120872,CS1936-09-11,00007,0,0,no,Beethoven,2017-02-27
17NYCS,Elvie,Scan,120873,CS1936-10-30,00003,0,0,no,Beethoven,2017-02-27
17NYCS,Elvie,Scan,120874,CS1936-09-17,00002,0,0,no,Beethoven,2017-02-27
17NYCS,Elvie,Scan,120875,CS1936-10-15,00002,0,0,no,Beethoven,2017-02-27
17NYCS,Elvie,Scan,120876,CS1937-02-05,00003,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,120880,CS1941-06-13,00001,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120880,CS1941-06-13,00001,0,0,X,Beethoven,2017-02-27
17NYCS,ChiChi,Crop,120889,CS1942-08-26,00006,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,C-Check,120889,CS1942-08-26,00006,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Index,120889,CS1942-08-26,00006,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,120889,CS1942-08-26,00006,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120889,CS1942-08-26,00006,0,0,X,Beethoven,2017-02-27
17NYCS,Elvie,Scan,120903,CS1948-11-22,00003,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,Index,120906,CS1950-04-07,00002,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,120906,CS1950-04-07,00002,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120906,CS1950-04-07,00002,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,120911,CS1956-01-06,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120911,CS1956-01-06,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Crop,120916,CS1956-03-02,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Index,120916,CS1956-03-02,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,120916,CS1956-03-02,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120916,CS1956-03-02,00004,0,0,X,Beethoven,2017-02-27
17NYCS,ChiChi,Crop,120929,CS1960-10-21,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,C-Check,120929,CS1960-10-21,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Index,120929,CS1960-10-21,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,120929,CS1960-10-21,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120929,CS1960-10-21,00004,0,0,X,Beethoven,2017-02-27
17NYCS,ChiChi,Crop,120930,CS1960-12-23,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,C-Check,120930,CS1960-12-23,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Index,120930,CS1960-12-23,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,120930,CS1960-12-23,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120930,CS1960-12-23,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,C-Check,120938,CS1961-11-10,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Index,120938,CS1961-11-10,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,120938,CS1961-11-10,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120938,CS1961-11-10,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Renell,Crop,120938,CS1961-11-10,00004,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120945,CS1962-01-05,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120946,CS1962-01-12,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120947,CS1962-01-19,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120948,CS1962-01-26,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120949,CS1962-02-02,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120950,CS1962-02-09,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120951,CS1962-02-16,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120952,CS1962-02-23,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120953,CS1962-03-02,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120954,CS1962-03-09,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120955,CS1962-03-16,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120956,CS1962-03-23,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120959,CS1962-04-13,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120960,CS1962-04-20,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120961,CS1962-04-27,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120962,CS1962-05-04,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120963,CS1962-05-11,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120964,CS1962-05-18,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120965,CS1962-05-25,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120973,CS1963-05-03,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120978,CS1969-01-31,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120979,CS1969-02-15,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120980,CS1969-03-01,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120981,CS1969-03-15,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,Crop,120982,CS1969-03-31,00006,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120983,CS1969-04-15,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120984,CS1969-04-30,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120990,CS1969-10-31,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120991,CS1969-11-15,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120992,CS1969-11-30,00006,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120993,CS1969-12-15,00008,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120994,CS1969-12-31,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,120995,CS1969-01-15,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,C-Check,121017,CS1980-06,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121017,CS1980-06,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121017,CS1980-06,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121017,CS1980-06,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Renell,Crop,121017,CS1980-06,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121052,CS1989-10,00034,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121052,CS1989-10,00034,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121052,CS1989-10,00034,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121052,CS1989-10,00034,0,0,X,Bismarck,2017-02-27
17NYCS,Renell,Crop,121052,CS1989-10,00034,0,0,X,Bismarck,2017-02-27
17NYCS,ChiChi,Crop,121053,CS1989-11,00015,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121053,CS1989-11,00015,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121053,CS1989-11,00015,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121053,CS1989-11,00015,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121053,CS1989-11,00015,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121054,CS1990-01,00006,0,0,no,Bismarck,2017-02-27
17NYCS,ChiChi,Crop,121060,CS1992-10,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121060,CS1992-10,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121060,CS1992-10,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121060,CS1992-10,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121060,CS1992-10,00012,0,0,X,Bismarck,2017-02-27
17NYCS,ChiChi,Crop,121061,CS1992-11,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121061,CS1992-11,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121061,CS1992-11,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121061,CS1992-11,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121061,CS1992-11,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121062,CS1992-12,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121062,CS1992-12,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121062,CS1992-12,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121062,CS1992-12,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Renell,Crop,121062,CS1992-12,00012,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121065,CS1992-05_Supp,00006,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,Index,121065,CS1992-05_Supp,00006,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121065,CS1992-05_Supp,00006,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121065,CS1992-05_Supp,00006,0,0,no,Beethoven,2017-02-27
17NYCS,Renell,Crop,121065,CS1992-05_Supp,00006,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,C-Check,121068,CS1992-12_Supp,00004,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,Index,121068,CS1992-12_Supp,00004,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121068,CS1992-12_Supp,00004,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121068,CS1992-12_Supp,00004,0,0,X,Bismarck,2017-02-27
17NYCS,Renell,Crop,121068,CS1992-12_Supp,00004,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,Crop,121069,CS1993-01,00008,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,Crop,121081,CS1993-04_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121082,CS1993-06_Supp,00001,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,QC,121098,CS1994-02_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121098,CS1994-02_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121098,CS1994-02_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,Crop,121102,CS1994-06_Supp,00006,0,0,no,Bismarck,2017-02-27
17NYCS,ChiChi,Crop,121112,CS1995-06,00008,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121112,CS1995-06,00008,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,Index,121112,CS1995-06,00008,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121112,CS1995-06,00008,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121112,CS1995-06,00008,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121113,CS1995-09,00020,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121120,CS1995-04_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121121,CS1995-05_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121122,CS1995-06_Supp,00002,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121123,CS1995-09_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,Crop,121123,CS1995-09_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,Index,121123,CS1995-09_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,QC,121123,CS1995-09_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121123,CS1995-09_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121124,CS1995-10_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121125,CS1995-11_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121126,CS1995-12_Supp,00004,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121130,CS1996-04,00012,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121131,CS1996-05,00008,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121131,CS1996-05,00008,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,C-Check,121133,CS1996-10,00016,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Crop,121133,CS1996-10,00016,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Index,121133,CS1996-10,00016,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,121133,CS1996-10,00016,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121133,CS1996-10,00016,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,121134,CS1996-11,00012,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Index,121134,CS1996-11,00012,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121134,CS1996-11,00012,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121145,CS1997-10,00012,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121146,CS1997-11,00012,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121146,CS1997-11,00012,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,121147,CS1997-12,00016,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121147,CS1997-12,00016,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121154,CS1997-09_Supp,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121155,CS1997-10_Supp,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121156,CS1997-11_Supp,00008,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121157,CS1997-12_Supp,00004,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121165,CS1998-06,00014,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121165,CS1998-06,00014,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121175,CS1998-06_Supp,00002,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121181,CS1999-01,00016,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121182,CS1999-02,00018,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121183,CS1999-03,00022,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121184,CS1999-04,00014,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121185,CS1999-05,00016,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121186,CS1999-06,00018,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121187,CS1999-09,00020,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121188,CS1999-10,00018,0,0,no,Beethoven,2017-02-27
17NYCS,ChiChi,Crop,121200,CS2000-10,00020,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,C-Check,121200,CS2000-10,00020,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121200,CS2000-10,00020,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121200,CS2000-10,00020,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121200,CS2000-10,00020,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121201,CS2000-11,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121202,CS2000-12,00020,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121203,CS2000-06,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121210,CS2001-04,00020,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121211,CS2001-05,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121212,CS2001-06,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,Crop,121213,CS2001-09,00016,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,Index,121213,CS2001-09,00016,0,0,X,Bismarck,2017-02-27
17NYCS,Greg,QC,121213,CS2001-09,00016,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121213,CS2001-09,00016,0,0,X,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121216,CS2001-12,00020,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121219,CS2002-01,00020,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121220,CS2002-02,00020,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121221,CS2002-03,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121222,CS2002-04,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,QC,121223,CS2002-05,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121223,CS2002-05,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121223,CS2002-05,00016,0,0,no,Bismarck,2017-02-27
17NYCS,Greg,QC,121224,CS2002-06,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Index,121224,CS2002-06,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121224,CS2002-06,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121225,CS2002-09,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121226,CS2002-10,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121227,CS2002-11,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121228,CS2002-12,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121231,CS2003-01,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121232,CS2003-02,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121233,CS2003-03,00012,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121235,CS2003-05,00020,0,0,no,Bismarck,2017-02-27
17NYCS,Iwachow,Closed,121236,CS2003-06,00012,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121237,CS2003-09,00012,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121240,CS2003-12,00012,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121243,CS2004-01,00012,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121244,CS2004-02,00012,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121245,CS2004-03,00008,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121246,CS2004-04,00008,0,0,no,Beethoven,2017-02-27
17NYCS,ChiChi,Crop,121247,CS2004-05,00008,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,C-Check,121247,CS2004-05,00008,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,Index,121247,CS2004-05,00008,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,121247,CS2004-05,00008,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121247,CS2004-05,00008,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121248,CS2004-06,00008,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,Crop,121276,CS2006-01,00044,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,Index,121276,CS2006-01,00044,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121276,CS2006-01,00044,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121276,CS2006-01,00044,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121277,CS2006-02,00040,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121278,CS2006-03,00044,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Index,121278,CS2006-03,00044,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121278,CS2006-03,00044,0,0,no,Beethoven,2017-02-27
17NYCS,ChiChi,Crop,121279,CS2006-04,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,C-Check,121279,CS2006-04,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,121279,CS2006-04,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Index,121279,CS2006-04,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121279,CS2006-04,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121285,CS2006-12,00040,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121293,CS2007-01,00040,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121294,CS2007-02,00038,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,C-Check,121295,CS2007-03,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Greg,QC,121295,CS2007-03,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Index,121295,CS2007-03,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121295,CS2007-03,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Renell,Crop,121295,CS2007-03,00044,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121296,CS2007-04,00044,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121297,CS2007-05,00043,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121298,CS2007-06,00035,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121299,CS2007-09,00043,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121300,CS2007-10,00047,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121301,CS2007-11,00043,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121302,CS2007-12,00043,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121306,CS2008-01,00043,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121307,CS2008-02,00043,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121308,CS2008-03,00043,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121309,CS2008-04,00043,0,0,no,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121310,CS2008-05,00047,0,0,no,Beethoven,2017-02-27
17NYCS,Greg,QC,121311,CS2008-06,00035,0,0,X,Beethoven,2017-02-27
17NYCS,Iwachow,Closed,121311,CS2008-06,00035,0,0,X,Beethoven,2017-02-27
